date,price,close,high,low,open,volume,r,pattern
2025-10-28 21:00:00,113085.8359375,113191.21875,112291.6796875,112838.5078125,1296687104,,0.0008752782889054345,no-pattern
2025-10-28 22:00:00,113239.0625,113290.3359375,112866.40625,113061.234375,2126729216,,-0.0003819733459664576,no-pattern
2025-10-28 23:00:00,112963.1875,113247.0703125,112838.859375,113247.0703125,1012371456,,-0.0031768945664101267,no-pattern
2025-10-29 00:00:00,112545.453125,112887.8671875,112541.234375,112849.84375,0,,0.00017777400763208107,no-pattern
2025-10-29 01:00:00,112573.2578125,112907.9375,112127.2890625,112518.09375,1784881152,,-0.001310207322779533,no-pattern
2025-10-29 02:00:00,112685.484375,112760.1015625,112466.0390625,112546.2734375,0,,-0.0006428180587843002,no-pattern
2025-10-29 03:00:00,112539.2265625,112687.640625,112418.0859375,112687.640625,321150976,,0.001454292378655353,no-pattern
2025-10-29 04:00:00,112838.28125,112851.640625,112543.6796875,112543.6796875,0,,0.004297499266655791,no-pattern
2025-10-29 05:00:00,113103.8046875,113337.6640625,112840.8359375,112840.8359375,0,,1.557832748666499e-05,no-pattern
2025-10-29 06:00:00,113326.2578125,113339.4296875,113001.171875,113071.546875,0,,0.0018359216181096372,no-pattern
2025-10-29 07:00:00,113547.703125,113547.703125,113271.375,113280.421875,478453760,,0.0006940570366218424,no-pattern
2025-10-29 08:00:00,113060.796875,113626.5390625,113020.9296875,113565.203125,567574528,,-0.004630070375322148,no-pattern
2025-10-29 09:00:00,113024.09375,113101.65625,112835.1796875,113080.5703125,0,,0.0005683259473894253,no-pattern
2025-10-29 10:00:00,112900.0390625,113165.953125,112819.484375,113001.1875,1636851712,,0.0008638856904212844,no-pattern
2025-10-29 11:00:00,113180.046875,113263.7578125,112824.171875,112888.171875,460750848,,0.0005819894701435402,no-pattern
2025-10-29 12:00:00,113172.9453125,113329.6953125,113086.8515625,113164.171875,0,,0.0024901755019079985,no-pattern
